record_id,title,release_date,director,studio,country,subgenre,runtime,mpaa_rating,budget_usd,box_office_usd,user_score,vote_count
1837,The Haunting,11/19/1963,Robert Wise,MGM,UK,Splatter,90,Unrated,"1,500,000","10,197,106",7.7,346523
2209,The Texas Chain Saw Massacre,17-01-1974,Tobe Hooper,Bryanston Pictures,USA,Supernatural,101,PG-13,"3,000,000","$13,374,047",7.9,230661
5130,Late Night with the Devil,3/8/2023,Colin Cairnes,IFC Films,Australia,Psychological,70 min,NC-17,"$6,000,000",,8.2,188774
3354,Audition,1999/09/17,Takashi Miike,Omega Project,JAPAN,Psychological|Occult,160 min,Unrated,"$6,000,000",$33618699,8.3,68193
4182,Insidious,03/17/2010,James Wan,Blumhouse Productions,USA,Kaiju,2h 2m,Not Rated,,USD 636169,5.8,328172
3622,Ju-on The Grudge,7/3/2002,Takashi Shimizu,Toei,Nippon,Slasher,113min,Unrated,"$120,000","$547,265",5.4,184180
1873,Blood and Black Lace,1964-05-22,Mario Bava,Emmepi Cinematografica,Italy,Gothic|Giallo,143min,NC-17,,"$215,381",8.4,274793
2068,Witchfinder General,09/19/1968,Michael Reeves,Tigon,U.K.,Giallo,153,Unrated,10000000,"$136,636,027",8.5,446314
2203,The Texas Chain Saw Massacre,1974/05/24,Tobe Hooper,Bryanston Pictures,USA,Supernatural,101,PG-13,"$3,000,000",$13374047,7.9,260468
3264,Cronos,1993-08-24,Guillermo del Toro,October Films,Mexico,Werewolf|Body Horror,71min,R,USD 120000,200544,5.0,357424
3068,The Fly,07/04/1986,David Cronenberg,20th Century Fox,USA ,Cosmic Horror,104,R,USD 35000000,407590945,7.8,198065
2418,House,06/02/1977,Nobuhiko Obayashi,TOHO,JAPAN,Creature Feature,157min,,"120,000","$385,505",8.3,208430
4415,The Witch,2015-09-03,Robert Eggers,A-24,USA ,Haunted House|Body Horror,93min,PG,"$35,000,000",USD 242985712,8.2,137563
2843,  Poltergeist ,7/1/1982,Tobe Hooper,MGM,United States,Cosmic Horror|Gothic,151 min,PG,$10000000,77775922,9.0,363579
1979,Kill Baby Kill,05-03-1966,Mario Bava,FUL Films,ITALY,Vampire,72 min,Unrated,,"49,406,007",6.1,146691
4545,The Autopsy of Jane Doe,09-08-2016,Andre Ovredal,IFC Midnight,England,Psychological|Giallo,102,R,$120000,"757,476",,208758
3939,inside,2007-08-16,Alexandre Bustillo,La Fabrique de Films,FRANCE,Gothic,100,Unrated,35000000,$435166860,8.3,402486
2097,  The Wicker Man ,18-02-1973,Robin Hardy,British Lion Films,UK,Zombie,1h 17m,Unrated,"6,000,000",USD 4977047,5.9,162443
2393,Rabid,09-03-1977,David Cronenberg,Cinepix,Canada,Splatter,81,G,"$1,500,000","$693,556",7.4,285775
4497,Train to Busan,2016-10-17,Yeon Sang-ho,Next Entertainment World,South Korea,Giallo,165min,Unrated,1500000,USD 18027397,6.7,63423
1044,The Phantom of the Opera,04/26/1925,Rupert Julian,Universal  ,USA ,Splatter|Haunted House,154,NC-17,"$750,000",USD 4135308,6.1,103886
4201,The Cabin in the Woods,2011-07-25,Drew Goddard,Lionsgate,USA ,Body Horror,1h 47m,Not Rated,35000000,16820487,,328559
2029,Night of the Living Dead,1968/06/07,George Romero,Image Ten,U.S.A.,Zombie,108,G,"1,500,000","19,103,735",8.1,229352
2572,The Brood,1979-04-22,David Cronenberg,New World Pictures,canada,Body Horror|Gothic,87 min,G,"$10,000,000","$30,655,121",6.1,183838
5005,pearl,1/1/2022,Ti West,A-24,us,Cosmic Horror,144 min,G,USD 3000000,,7.5,27701
4804,The Lighthouse,9/13/2019,Robert Eggers,A-24,United States,Haunted House,2h 6m,Unrated,300000,"2,231,378",8.3,451088
1928,Repulsion,1965/05/17,Roman Polanski,Compton Films,England,Cosmic Horror|Supernatural,142,PG,"300,000","$4,103,145",7.3,142792
3987,The Orphanage,2007/02/28,J.A. Bayona,Warner Bros. Pictures,Spain,Creature Feature|Haunted House,145,R,20000000,220449652,5.4,355055
5075,Skinamarink,4/3/2022,Kyle Edward Ball,IFC Midnight,CANADA,Splatter,2h 41m,G,"$1,500,000",,5.1,222239
1410,Creature from the Black Lagoon,20-03-1954,Jack Arnold,Universal Pictures,United States,Psychological|Cosmic Horror,,PG,10000000,"131,198,528",4.7,346494
3377,The Blair Witch Project,1999-06-18,Daniel Myrick,Artisan Entertainment,United States,Splatter,118,Unrated,"$300,000",,9.0,60907
1891,ONIBABA,11-02-1964,Kaneto Shindo,TOHO,JAPAN,Supernatural|Found Footage,90,PG,35000000,"$254,458,145",6.4,269392
3102,Hellraiser,1987/03/14,Clive Barker,New World Pictures,England,Slasher,98min,G,,"269,251",6.8,126076
2194,The Texas Chain Saw Massacre,16-05-1974,Tobe Hooper,Bryanston Pictures,us,Supernatural,1h 41m,PG-13,"3,000,000","13,374,047",7.9,136475
4447,Green Room,09/18/2015,Jeremy Saulnier,a24,USA ,Body Horror,94min,G,"750,000",$9129839,9.0,372545
1251,The Wolf Man,26-02-1941,George Waggner,UNIVERSAL,USA ,Psychological,126,,"$35,000,000",341406775,5.4,4553
1670,Black Sunday,1960/06/01,Mario Bava,Galatea Film,italy,Supernatural|Psychological,113,NC-17,USD 50000,$426793,6.5,473989
2687,The Evil Dead,1981-08-06,Sam Raimi,new line cinema,USA,Supernatural,114 min,,50000,"547,550",8.1,204858
3733,High Tension,3/21/2003,Alexandre Aja,EuropaCorp,France,Zombie|Kaiju,2h 41m,G,$1500000,12580491,4.6,73716
5000,  Pearl ,3/19/2022,Ti West,A24,U.S.A.,Cosmic Horror,144min,G,"$3,000,000","36,671,785",7.5,400358
2977,A Nightmare on Elm Street,1984/04/17,Wes Craven,New Line Cinema,USA,Werewolf,117,Not Rated,"1,500,000",10311433,5.9,201187
1561,The Blob,05/01/1958,Irvin Yeaworth,paramount,USA ,Supernatural,1h 38m,NC-17,1500000,20452945,6.0,428288
2780,Scanners,10/28/1981,David Cronenberg,Avco Embassy,Canada,Found Footage,130,PG,$35000000,"$325,820,643",8.9,251454
4913,Titane,8/13/2021,Julia Ducournau,NEON,france,Werewolf,98,PG-13,"20,000,000","191,227,230",,240575
2476,Dawn of the Dead,1978/01/08,George Romero,United Film Distribution,USA ,Werewolf,135min,Unrated,,44664160,8.1,157927
3690,A Tale of Two Sisters,2003-03-17,Kim Jee-woon,Cineclick Asia,South Korea,Folk Horror,,PG,$3000000,USD 26985529,9.2,397859
1996,Kill Baby Kill,9/5/1966,Mario Bava,FUL Films,Italy,Vampire,,,$6000000,"$49,406,007",6.1,346347
3701,A Tale of Two Sisters,08/01/2003,Kim Jee-woon,Cineclick Asia,South Korea,Folk Horror,97,PG,"$3,000,000",26985529,9.2,234510
3028,RE-ANIMATOR,9/28/1985,Stuart Gordon,Empire Pictures,USA ,Body Horror,2h 20m,Unrated,$120000,"$1,181,119",9.0,426685
3808,Saw,20-01-2004,James Wan,Lions Gate,us,Occult,75,Not Rated,$10000000,"126,782,523",6.1,276922
3835,The Descent,2005-11-10,Neil Marshall,Pathe,U.K.,Splatter,73,PG,"1,500,000",USD 18020687,6.5,63998
5174,The Substance,21-12-2024,Coralie Fargeat,Mubi,France,Psychological,75,NC-17,50000,"101,442",8.3,337843
4054,Let the Right One In,2008-08-01,Tomas Alfredson,Sandrew Metronome,Sweden,Occult,2h 42m,Unrated,"$50,000","$249,436",5.9,89217
4883,Possessor,04/16/2020,Brandon Cronenberg,Neon,Canada,Occult,,G,$300000,667524,8.1,120923
2388,Rabid,1977-03-03,David Cronenberg,Cinepix,Canada,Splatter,81,G,USD 1500000,"$693,556",7.4,341927
3335,Audition,1999-02-24,Takashi Miike,Omega Project,JAPAN,Psychological|Occult,160 min,Unrated,"6,000,000","$33,618,699",8.3,329139
1284,Cat People,4/6/1942,Jacques Tourneur,RKO Radio Pictures,USA ,Werewolf|Creature Feature,74,Not Rated,"$300,000",927054,6.8,442885
3128,Evil Dead II,05/16/1987,Sam Raimi,De Laurentiis,U.S.A.,Comedy Horror,139min,R,,"148,908,651",5.8,134156
4156,Trick 'r Treat,06/13/2007,Michael Dougherty,warner bros.,United States,Slasher,2h 41m,R,20000000,"$87,142,789",5.1,61860
2900,  City of the Living Dead ,9/2/1980,Lucio Fulci,Dania Film,Italy,Psychological,102 min,G,"$3,000,000",,8.8,252028
1613,HOUSE ON HAUNTED HILL,1/5/1959,William Castle,Allied Artists,U.S.A.,Cosmic Horror,2h 12m,PG-13,"300,000",,6.0,107561
4392,The Witch,2015/01/10,Robert Eggers,A24,United States,Haunted House|Body Horror,93 min,PG,35000000,,8.2,254603
3935,Inside,2007/08/26,Alexandre Bustillo,La Fabrique de Films,france,Gothic,100,Unrated,"35,000,000","$435,166,860",8.3,164270
5245,Get Out,6/22/2017,Jordan Peele,Blumhouse,United States,Comedy Horror,111min,Unrated,120000,1256432,7.9,371173
1860,BLOOD AND BLACK LACE,09/19/1964,Mario Bava,Emmepi Cinematografica,italy,Gothic|Giallo,2h 23m,NC-17,120000,"215,381",8.4,203580
1631,Psycho,2/16/1960,Alfred Hitchcock,Paramount,USA,Supernatural,162,PG-13,USD 120000,1526242,6.9,172536
2022,Rosemary's Baby,1968-09-22,Roman Polanski,paramount,USA,Giallo,137 min,,,USD 7001250,6.7,381711
4113,Martyrs,1/24/2008,Pascal Laugier,Wild Bunch,France,Psychological,116,G,"$20,000,000",,5.1,403692
4369,Goodnight Mommy,6/13/2014,,Ulrich Seidl Film,Austria,Giallo,75,G,"$300,000",$165609,6.1,124497
2870,Poltergeist,15-02-1982,Tobe Hooper,MGM,us,Cosmic Horror|Gothic,151,PG,"$10,000,000","$77,775,922",9.0,383264
4872,Possessor,13-09-2020,Brandon Cronenberg,Neon,canada,Occult,138min,G,"$300,000",,8.1,229973
3012,Phenomena,1985/12/25,Dario Argento,DACFILM Rome,Italy,Comedy Horror,2h 10m,PG-13,USD 6000000,"9,032,401",9.1,164159
4015,The Orphanage,19-05-2007,J.A. Bayona,Warner Bros. Pictures,Spain,Creature Feature|Haunted House,2h 25m,R,"$20,000,000","$220,449,652",5.4,278656
5226,NOSFERATU,5/11/2024,Robert Eggers,Focus Features,USA,Occult,135,Not Rated,USD 10000000,"$23,048,052",7.7,457508
2803,  Possession ,14-09-1981,Andrzej Zulawski,Gaumont,FRANCE,Vampire,,R,,252848869,7.3,270770
4983,  Barbarian ,2022-10-23,Zach Cregger,20th Century Studios,U.S.A.,Cosmic Horror|Giallo,1h 58m,R,"3,000,000",$12536957,7.6,1037
2454,Halloween,1978-08-27,John Carpenter,Compass International,United States,Supernatural,2h 44m,PG-13,"$10,000,000",129695880,6.8,471966
3643,Ju-on The Grudge,5/2/2002,Takashi Shimizu,Toei,Nippon,Slasher,113,Unrated,"120,000",,5.4,451946
2157,THE EXORCIST,2/5/1973,William Friedkin,warner bros.,United States,Haunted House|Vampire,105min,PG,,"$3,109,059",7.9,39103
1464,Godzilla,07/02/1954,Ishiro Honda,toho,Nippon,Cosmic Horror,160min,PG-13,"$6,000,000",,7.4,152372
1623,Psycho,1960/11/24,Alfred Hitchcock,Paramount Pictures,us,Supernatural,162,PG-13,120000,USD 1526242,6.9,41555
5097,Infinity Pool,10/20/2023,Brandon Cronenberg,neon,canada,Cosmic Horror,118,PG-13,"$35,000,000",98151327,6.4,376757
4408,the witch,2015/08/18,Robert Eggers,A-24,USA,Haunted House|Body Horror,93 min,PG,USD 35000000,"$242,985,712",8.2,56452
3839,Wolf Creek,02-08-2005,Greg McLean,Roadshow,Australia,Vampire,110min,G,"$6,000,000",$46531729,7.5,106436
3541,The Others,03-01-2001,Alejandro Amenabar,warner bros.,Spain,Splatter,160,G,"10,000,000","$55,008,994",8.7,272197
3226,Candyman,1992-07-08,Bernard Rose,TriStar Pictures,USA ,Comedy Horror|Zombie,78min,PG-13,USD 50000,USD 197869,6.1,426580
4412,The Witch,19-08-2015,Robert Eggers,A24,United States,Haunted House|Body Horror,93,PG,"$35,000,000",242985712,8.2,41257
1039,The Phantom of the Opera,11/25/1925,Rupert Julian,universal,USA,Splatter|Haunted House,154 min,NC-17,USD 750000,,6.1,338141
1853,Blood and Black Lace,12/24/1964,Mario Bava,Emmepi Cinematografica,italy,Gothic|Giallo,143min,NC-17,,215381,8.4,53537
1275,Cat People,10/2/1942,Jacques Tourneur,RKO Radio Pictures,us,Werewolf|Creature Feature,74,Not Rated,"$300,000",,6.8,218666
2953,Videodrome,1/21/1983,David Cronenberg,Universal,Canada,Supernatural,1h 10m,NC-17,"35,000,000",,7.4,84081
5352,The Thing from Another World,1951/02/04,Christian Nyby,RKO Radio Pictures,U.S.A.,Giallo|Creature Feature,81min,Unrated,50000,"$36,116",8.5,203654
1346,The Uninvited,1944/01/18,Lewis Allen,paramount,USA,Found Footage,125min,Unrated,50000,55760,,386567
5305,Scanners,1981/07/15,David Cronenberg,Avco Embassy,CANADA,Found Footage,130,PG,$35000000,"325,820,643",8.9,128993
3065,The Fly,09-10-1986,David Cronenberg,20th Century Fox,us,Cosmic Horror,104 min,R,"$35,000,000","$407,590,945",7.8,141069
2902,  City of the Living Dead ,7/23/1980,Lucio Fulci,Dania Film,Italy,Psychological,102 min,G,$3000000,"$6,159,368",8.8,355176
4446,Green Room,2015/12/26,Jeremy Saulnier,a24,United States,Body Horror,94,G,,"9,129,839",9.0,383975
5068,Skinamarink,08/19/2022,Kyle Edward Ball,IFC Midnight,canada,Splatter,2h 41m,G,"$1,500,000",,5.1,361991
1012,NOSFERATU,1922/06/24,F.W. Murnau,Prana Film,Germany,Kaiju,,Unrated,USD 35000000,USD 186704614,5.9,21366
1448,Godzilla,22-08-1954,Ishiro Honda,Toho,Japan,Cosmic Horror,160min,PG-13,"$6,000,000",,7.4,469913
1347,The Uninvited,16-06-1944,Lewis Allen,Paramount Pictures,USA ,Found Footage,125,Unrated,$50000,,8.7,402933
4470,The Wailing,1/3/2016,Na Hong-jin,20th Century Fox Korea,Korea,Found Footage,150 min,Not Rated,"750,000","6,632,236",7.6,459175
2511,Alien,06/01/1979,Ridley Scott,20th Century Fox,U.K.,Occult|Creature Feature,116min,G,10000000,$15461470,6.4,87286
2529,Alien,1979/07/25,Ridley Scott,20th Century Fox,U.K.,Occult|Creature Feature,116,G,10000000,"$15,461,470",6.4,200345
2045,Night of the Living Dead,03/15/1968,George Romero,Image Ten,United States,Zombie,108,G,,$19103735,8.1,319698
3493,The Devil's Backbone,02/07/2001,Guillermo del Toro,Warner Sogefilms,Spain,Gothic,117min,PG-13,"$750,000","$555,817",6.6,191073
5243,Frankenstein,02/17/1931,James Whale,Universal,USA,Supernatural|Slasher,117 min,NC-17,"$750,000",$1599134,6.4,220864
1681,Eyes Without a Face,1960-02-15,Georges Franju,Champs-Elysees,FRANCE,Giallo,120,Unrated,"$20,000,000",158166156,8.5,132821
1102,Frankenstein,04/13/1931,James Whale,Universal  ,USA,Supernatural|Slasher,117,NC-17,"$750,000",1599134,6.4,325245
2853,Poltergeist,3/27/1982,Tobe Hooper,MGM,U.S.A.,Cosmic Horror|Gothic,151 min,PG,$10000000,,9.0,161656
2578,The Brood,06/07/1979,David Cronenberg,New World Pictures,CANADA,Body Horror|Gothic,87 min,G,"10,000,000","$30,655,121",6.1,429773
2073,Witchfinder General,1968-03-17,Michael Reeves,Tigon,U.K.,Giallo,153,Unrated,,USD 136636027,8.5,156751
3045,Re-Animator,16-02-1985,Stuart Gordon,Empire Pictures,USA ,Body Horror,140 min,Unrated,$120000,"$1,181,119",9.0,62369
4711,Suspiria,9/10/2018,Luca Guadagnino,Amazon Studios,italy,Folk Horror|Splatter,,PG,"$300,000",,8.6,268866
3256,Cronos,04/10/1993,Guillermo del Toro,October Films,Mexico,Werewolf|Body Horror,71 min,R,"120,000","$200,544",5.0,317194
2058,Witchfinder General,01/10/1968,Michael Reeves,Tigon,U.K.,Giallo,2h 33m,,USD 10000000,"136,636,027",8.5,240171
1585,The Blob,1958/07/19,Irvin Yeaworth,Paramount Pictures,United States,Supernatural,98 min,NC-17,USD 1500000,USD 20452945,6.0,370898
4549,The Autopsy of Jane Doe,2016/09/27,Andre Ovredal,IFC Midnight,United Kingdom,Psychological|Giallo,102,R,$120000,757476,8.7,341630
3300,Ringu,02/17/1998,Hideo Nakata,toho,JAPAN,Psychological,71 min,PG,20000000,8179313,4.9,462711
3684,A Tale of Two Sisters,12/2/2003,Kim Jee-woon,Cineclick Asia,S. Korea,Folk Horror,97,PG,"3,000,000","26,985,529",9.2,280180
2445,halloween,01-08-1978,John Carpenter,Compass International,us,Supernatural,2h 44m,PG-13,"$10,000,000",USD 129695880,6.8,107815
4009,The Orphanage,2007/08/09,J.A. Bayona,Warner Bros. Pictures,Spain,Creature Feature|Haunted House,2h 25m,R,"$20,000,000",$220449652,5.4,395284
3655,Dark Water,11/19/2002,Hideo Nakata,TOHO,Nippon,Comedy Horror,157min,R,750000,USD 8030796,5.4,99725
2601,The Shining,28-04-1980,Stanley Kubrick,warner bros.,us,Psychological|Supernatural,151,Not Rated,"750,000",2789629,6.8,456316
4119,Trick 'r Treat,10/4/2007,,Warner Bros,United States,Slasher,161,R,"20,000,000","$87,142,789",5.1,215119
1396,House of Wax,6/6/1953,Andre de Toth,Warner Bros,U.S.A.,Kaiju|Gothic,72min,G,"$10,000,000",90384239,8.2,226260
2108,The Wicker Man,1973/02/18,Robin Hardy,British Lion Films,United Kingdom,Zombie,77min,Unrated,USD 6000000,,5.9,23631
1625,Psycho,1960-03-03,Alfred Hitchcock,Paramount Pictures,United States,Supernatural,,PG-13,"$120,000","1,526,242",6.9,130766
5126,When Evil Lurks,10/01/2023,,Shudder,Argentina,Body Horror,146min,PG-13,750000,"$9,856,995",8.7,176482
4456,The Wailing,13-07-2016,Na Hong-jin,20th Century Fox Korea,S. Korea,Found Footage,150,Not Rated,USD 750000,"$6,632,236",7.6,308013
4806,The Lighthouse,28-07-2019,Robert Eggers,A24,United States,Haunted House,126,Unrated,"300,000","$2,231,378",8.3,242778
2397,Rabid,1977-04-18,David Cronenberg,Cinepix,CANADA,Splatter,81 min,G,"1,500,000","$693,556",7.4,8871
2899,city of the living dead,11/03/1980,Lucio Fulci,Dania Film,Italy,Psychological,1h 42m,G,USD 3000000,6159368,8.8,271963
2776,Scanners,01-10-1981,David Cronenberg,Avco Embassy,Canada,Found Footage,2h 10m,PG,$35000000,325820643,8.9,282879
2738,An American Werewolf in London,1981-09-03,John Landis,universal,UK,Cosmic Horror,89 min,Unrated,50000,,8.8,470661
3450,Battle Royale,06/25/2000,,Toei,JAPAN,Found Footage,105 min,PG-13,$1500000,"$10,261,807",7.7,268332
4004,The Orphanage,2007-12-02,J.A. Bayona,Warner Bros. Pictures,Spain,Creature Feature|Haunted House,145 min,R,"$20,000,000",,5.4,306226
1475,INVASION OF THE BODY SNATCHERS,11/23/1956,Don Siegel,Allied Artists,USA ,Gothic,123,R,"$1,500,000",$13594388,,355323
3373,The Blair Witch Project,05/04/1999,Daniel Myrick,Artisan Entertainment,USA ,Splatter,118 min,Unrated,"$300,000",$2812847,9.0,350803
5314,The Babadook,04-01-2014,Jennifer Kent,Causeway Films,Australia,Found Footage|Zombie,86,Unrated,6000000,49894496,7.0,84254
2517,Alien,12/08/1979,Ridley Scott,20th Century Fox,U.K.,Occult|Creature Feature,116min,G,"$10,000,000","$15,461,470",6.4,354753
1027,NOSFERATU,03/24/1922,F.W. Murnau,Prana Film,Germany,Kaiju,96min,Unrated,"35,000,000",,5.9,438520
1135,Freaks,03/26/1932,Tod Browning,MGM,U.S.A.,Cosmic Horror,1h 12m,Unrated,,"$5,451,081",4.6,381313
5278,The Sixth Sense,1999/03/12,M. Night Shyamalan,Buena Vista,us,Comedy Horror,157,,USD 300000,3957945,5.3,335516
1124,Freaks,11/11/1932,Tod Browning,MGM,U.S.A.,Cosmic Horror,72,Unrated,USD 6000000,"$5,451,081",4.6,248983
2690,The Evil Dead,2/6/1981,Sam Raimi,New Line Cinema,USA,Supernatural,114,NC-17,50000,USD 547550,8.1,194195
4494,Train to Busan,10/08/2016,Yeon Sang-ho,Next Entertainment World,S. Korea,Giallo,165,Unrated,1500000,,6.7,204946
5051,Skinamarink,08/26/2022,,IFC Midnight,canada,Splatter,161,G,,$11408908,5.1,99130
4736,Us,12/03/2019,Jordan Peele,universal,USA,Psychological,131 min,PG,"10,000,000","$40,925,924",6.6,174476
4305,The Babadook,01/03/2014,Jennifer Kent,Causeway Films,Australia,Found Footage|Zombie,86,Unrated,6000000,"$49,894,496",7.0,216171
3079,Hellraiser,11/21/1987,Clive Barker,New World Pictures,United Kingdom,Slasher,98min,,50000,"269,251",6.8,340622
3532,the others,5/12/2001,Alejandro Amenabar,Warner Bros,Spain,Splatter,160,G,"$10,000,000","55,008,994",8.7,192688
1057,Dracula,1931-07-23,Tod Browning,universal,us,Found Footage,84,,"$300,000","$471,267",5.6,46423
1110,Frankenstein,12/24/1931,James Whale,Universal Pictures,U.S.A.,Supernatural|Slasher,117 min,NC-17,750000,"1,599,134",6.4,229147
1655,Black Sunday,1960-07-20,Mario Bava,Galatea Film,ITALY,Supernatural|Psychological,113,NC-17,50000,426793,6.5,399020
1905,kwaidan,1964-05-06,Masaki Kobayashi,Toho,Nippon,Comedy Horror|Gothic,152 min,PG-13,"50,000","$403,655",6.6,165947
2533,zombie flesh eaters,06/04/1979,Lucio Fulci,Variety Film,Italy,Vampire,142 min,PG,"$20,000,000",USD 61567279,8.7,14782
3254,Cronos,1993-03-12,Guillermo del Toro,October Films,Mexico,Werewolf|Body Horror,1h 11m,,USD 120000,$200544,5.0,103852
1666,Black Sunday,8/18/1960,Mario Bava,Galatea Film,ITALY,Supernatural|Psychological,113,NC-17,"50,000",USD 426793,6.5,76226
2915,city of the living dead,3/18/1980,Lucio Fulci,Dania Film,italy,Psychological,102min,G,3000000,"$6,159,368",8.8,267369
3662,dark water,07/07/2002,Hideo Nakata,toho,JAPAN,Comedy Horror,157 min,R,"750,000",USD 8030796,,399835
4247,The Conjuring,2013-05-02,James Wan,Warner Bros.,U.S.A.,Werewolf,1h 31m,Unrated,50000,75128,9.0,184929
3435,Battle Royale,2000/02/03,Kinji Fukasaku,Toei,Japan,Found Footage,105,PG-13,"$1,500,000","$10,261,807",7.7,29556
4687,Hereditary,02/17/2018,Ari Aster,a24,United States,Zombie,1h 58m,NC-17,$300000,"3,726,295",,456062
1259,The Wolf Man,1941-12-28,George Waggner,Universal  ,U.S.A.,Psychological,126,Not Rated,"$35,000,000",341406775,5.4,413642
4681,Hereditary,2018/12/08,Ari Aster,A-24,United States,Zombie,118min,NC-17,"300,000",,7.1,237317
2434,House,6/19/1977,Nobuhiko Obayashi,TOHO,Nippon,Creature Feature,2h 37m,Not Rated,"$120,000","385,505",,328943
4866,SAINT MAUD,3/3/2019,Rose Glass,a24,U.K.,Folk Horror|Supernatural,1h 41m,NC-17,"3,000,000","9,179,482",8.4,90272
4933,Malignant,2021-04-25,James Wan,Warner Bros.,U.S.A.,Zombie,138,PG-13,"$50,000","$583,939",7.5,184048
1546,Horror of Dracula,6/8/1958,Terence Fisher,Hammer,U.K.,Found Footage,117 min,R,10000000,99981464,8.6,223894
3874,Wolf Creek,2005-11-26,Greg McLean,Roadshow,Australia,Vampire,110,,"$6,000,000","$46,531,729",7.5,237609
5039,Talk to Me,12/4/2022,Danny Philippou,A24,Australia,Psychological,122,NC-17,35000000,$386552466,7.5,173125
2272,Carrie,18-11-1976,Brian De Palma,United Artists,United States,Body Horror,135 min,PG,50000,"$417,751",8.5,288748
4577,Get Out,2017-01-08,Jordan Peele,Blumhouse Productions,United States,Comedy Horror,111 min,Unrated,120000,"$1,256,432",7.9,310606
4141,Trick 'r Treat,11/05/2007,Michael Dougherty,warner bros.,U.S.A.,Slasher,161,R,USD 20000000,$87142789,5.1,479009
